Name,Date,Transect,Deployment,QAQC_by,Drop_time,Notes,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1182,1487,DESP,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1089,1748,DESP,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1054,2375,ZOMA,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1339,780,DESP,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1548,1093,DESP,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1633,1130,UBS,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1429,1626,DESP,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1531,1365,DESP,mcmahsta,2021-07-07 17:57:19+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1673,1762,DESP,mcmahsta,2021-07-07 17:57:18+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1580,2456,ZOMA,whippo,2021-07-05 18:52:55+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1747,556,UBS,mcmahsta,2021-07-07 17:57:18+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,2012,1067,ZOMA,mcmahsta,2021-07-07 17:57:18+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1784,1390,UBS,mcmahsta,2021-07-07 17:57:18+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,2048,1676,UBS,mcmahsta,2021-07-07 17:57:18+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1897,1870,DESP,mcmahsta,2021-07-07 17:57:18+00:00
T10D4_20210701.png,2021-07-01,10,4,,1528,,,48.53844,-122.99999,7,,,,,,,,1897,2004,DESP,mcmahsta,2021-07-07 17:57:18+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,245,865,NEFI,whippo,2021-07-06 05:22:23+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,443,912,NEFI,whippo,2021-07-06 05:22:22+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,888,1195,NEFI,whippo,2021-07-06 05:22:22+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,963,978,NEFI,whippo,2021-07-06 05:22:22+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,914,1723,RAFI,whippo,2021-07-07 17:42:30+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,843,2034,RAFI,whippo,2021-07-07 17:42:30+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,926,2133,RAFI,whippo,2021-07-07 17:42:30+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,750,2133,RAFI,whippo,2021-07-07 17:42:30+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,688,2303,RAFI,whippo,2021-07-07 17:42:30+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,668,2234,RAFI,whippo,2021-07-07 17:42:30+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1300,675,NEFI,whippo,2021-07-06 05:22:22+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1034,682,NEFI,whippo,2021-07-06 05:22:22+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,1023,770,NEFI,whippo,2021-07-06 05:22:22+00:00
T10D5_20210701.png,2021-07-01,10,5,,1533,,,48.53860,-122.99969,9.25,,,,,,,,995,824,NEFI,whippo,2021-07-06 05:22:22+00:00
